customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03999,Female,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,81.61,1238.24,No
CUST-04000,Female,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),44.19,344.1,Yes
CUST-04001,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,19.29,241.88,No
CUST-04002,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.51,100.19,Yes
CUST-04003,Male,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,114.47,4645.48,No
CUST-04004,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,241.03,No
CUST-04005,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.28,94.51,No
CUST-04006,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),105.06,7508.95,Yes
CUST-04007,Female,1,No,Yes,6,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.67,264.45,Yes
CUST-04008,Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54.12,3085.53,No
CUST-04009,Female,0,No,Yes,72,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),92.02,5827.69,No
CUST-04010,Female,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,62.41,1275.2,No
CUST-04011,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.25,1658.86,No
CUST-04012,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.3,601.51,No
CUST-04013,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,90.1,1584.32,No
CUST-04014,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.96,1455.04,No
CUST-04015,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.49,574.9,Yes
CUST-04016,Female,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,111.06,1532.72,Yes
CUST-04017,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.66,4204.05,No
CUST-04018,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.54,237.25,Yes
CUST-04019,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,57.35,2321.21,No
CUST-04020,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,92.44,2610.97,No
CUST-04021,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.62,54.44,Yes
CUST-04022,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.89,98.37,Yes
CUST-04023,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.24,573.34,No
CUST-04024,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,95.76,3294.44,No
CUST-04025,Female,0,Yes,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.13,1145.59,Yes
CUST-04026,Male,0,No,No,35,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),36.77,1112.85,No
CUST-04027,Male,1,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),27.13,809.28,Yes
CUST-04028,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,78.69,3600.92,No
CUST-04029,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),96.1,278.58,Yes
CUST-04030,Female,0,No,Yes,27,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),112.49,3073.46,No
CUST-04031,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.84,160.24,Yes
CUST-04032,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,86.91,516.28,Yes
CUST-04033,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.83,701.37,No
CUST-04034,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.1,1980.58,No
CUST-04035,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,60.7,3805.82,No
CUST-04036,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.27,1109.42,Yes
CUST-04037,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,117.11,2791.33,Yes
CUST-04038,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),87.14,680.52,Yes
CUST-04039,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),76.48,2485.18,No
CUST-04040,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,59.63,755.2,No
CUST-04041,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.23,1178.48,No
CUST-04042,Female,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),61.69,1613.96,No
CUST-04043,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,67.82,2454.02,No
CUST-04044,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),61.75,58.02,Yes
CUST-04045,Male,0,No,No,25,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,106.14,2388.43,Yes
CUST-04046,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,372.88,No
CUST-04047,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),74.8,265.17,No
CUST-04048,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),103.09,724.4,Yes
CUST-04049,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.06,3719.56,No
CUST-04050,Female,1,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,105.76,6424.61,No
CUST-04051,Female,0,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.39,71.36,No
CUST-04052,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,46.11,1548.19,No
CUST-04053,Male,0,No,Yes,25,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.99,910.98,No
CUST-04054,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),22.68,1657.57,No
CUST-04055,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,88.97,5742.08,No
CUST-04056,Male,1,Yes,No,27,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,83.66,2021.75,Yes
CUST-04057,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.93,355.34,No
CUST-04058,Male,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,114.3,2128.25,Yes
CUST-04059,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.28,2020.08,No
CUST-04060,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.61,2868.32,No
CUST-04061,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,46.14,670.46,Yes
CUST-04062,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.03,3208.02,No
CUST-04063,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,65.02,2045.96,Yes
CUST-04064,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),27.25,48.25,Yes
CUST-04065,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.3,1017.66,No
CUST-04066,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.08,447.92,No
CUST-04067,Male,0,Yes,No,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,116.19,4178.85,No
CUST-04068,Male,0,No,Yes,30,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),95.02,2942.12,No
CUST-04069,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,117.04,8397.23,Yes
CUST-04070,Female,1,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),90.72,6858.18,No
CUST-04071,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),117.47,112.76,No
CUST-04072,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,43.34,90.92,Yes
CUST-04073,Male,1,No,No,46,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,110.24,4855.52,Yes
CUST-04074,Male,1,Yes,Yes,37,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.44,2738.12,No
CUST-04075,Female,0,Yes,No,51,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.35,4039.35,Yes
CUST-04076,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.76,820.58,No
CUST-04077,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,75.46,4254.32,No
CUST-04078,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.46,862.42,No
CUST-04079,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.01,933.72,Yes
CUST-04080,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.59,57.27,Yes
CUST-04081,Male,0,No,Yes,65,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.53,3609.82,No
CUST-04082,Female,0,No,No,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,97.51,2068.87,No
CUST-04083,Male,1,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,116.14,7264.47,Yes
CUST-04084,Male,1,No,No,40,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,49.8,1781.46,Yes
CUST-04085,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.71,236.89,Yes
CUST-04086,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,107.49,2909.19,No
CUST-04087,Male,1,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.16,36.12,Yes
CUST-04088,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,34.39,920.79,Yes
CUST-04089,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.52,1200.04,No
CUST-04090,Female,0,No,No,32,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,24.94,752.8,No
CUST-04091,Female,1,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,117.19,2927.66,Yes
CUST-04092,Male,1,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),38.88,316.78,Yes
CUST-04093,Male,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.63,101.96,Yes
CUST-04094,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,85.06,1202.55,No
CUST-04095,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.5,5223.34,No
CUST-04096,Male,0,Yes,No,18,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,109.83,2017.03,No
CUST-04097,Male,1,Yes,Yes,44,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),32.06,1283.23,Yes
CUST-04098,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),36.91,32.67,No
CUST-04099,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.65,1409.03,Yes
CUST-04100,Female,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,57.54,1376.22,Yes
CUST-04101,Female,0,Yes,No,44,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),81.41,3695.23,Yes
CUST-04102,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),21.75,519.26,No
CUST-04103,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),99.41,2021.81,No
CUST-04104,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,44.73,2118.0,No
CUST-04105,Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.81,775.0,Yes
CUST-04106,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),88.03,237.99,No
CUST-04107,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,34.94,454.87,No
CUST-04108,Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.17,127.36,Yes
CUST-04109,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.29,1337.59,No
CUST-04110,Male,0,Yes,Yes,27,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.06,603.4,Yes
CUST-04111,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,109.79,1966.95,No
CUST-04112,Female,1,Yes,No,72,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.44,4870.46,Yes
CUST-04113,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.76,1700.25,No
CUST-04114,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,118.39,1964.22,Yes
CUST-04115,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,27.35,1863.54,Yes
CUST-04116,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),110.53,215.72,Yes
CUST-04117,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,40.27,2664.81,No
CUST-04118,Male,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,88.87,1023.45,Yes
CUST-04119,Female,1,Yes,Yes,26,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.69,1101.06,Yes
CUST-04120,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,117.96,1005.71,Yes
CUST-04121,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,36.29,2345.39,Yes
CUST-04122,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.49,100.28,No
CUST-04123,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),31.94,539.5,No
CUST-04124,Female,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),67.98,2193.07,No
CUST-04125,Female,0,No,No,30,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,61.44,1677.66,No
CUST-04126,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,100.02,4385.75,Yes
CUST-04127,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,104.12,3656.74,Yes
CUST-04128,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),104.49,5385.54,No
CUST-04129,Female,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,21.94,171.57,No
CUST-04130,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.33,473.99,Yes
CUST-04131,Male,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82.48,1296.65,Yes
CUST-04132,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,78.73,5949.6,No
CUST-04133,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,99.31,1484.06,No
CUST-04134,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,96.12,683.35,No
CUST-04135,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,39.93,1202.81,No
CUST-04136,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.82,912.82,No
CUST-04137,Female,0,No,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),75.1,669.71,No
CUST-04138,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.96,3618.18,No
CUST-04139,Male,1,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.03,381.24,Yes
CUST-04140,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.63,2644.85,No
CUST-04141,Female,1,No,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),57.01,1068.96,Yes
CUST-04142,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.03,327.4,No
CUST-04143,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.68,3881.74,No
CUST-04144,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,34.29,381.32,Yes
CUST-04145,Female,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.26,727.5,Yes
CUST-04146,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),48.7,3010.98,No
CUST-04147,Male,0,No,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,42.91,149.23,No
CUST-04148,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.15,253.53,Yes
CUST-04149,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.44,378.82,Yes
CUST-04150,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,86.3,2417.72,No
CUST-04151,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,22.15,304.72,Yes
CUST-04152,Female,1,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.02,2555.3,No
CUST-04153,Male,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.52,102.92,Yes
CUST-04154,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,36.14,310.32,Yes
CUST-04155,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),68.82,1527.9,No
CUST-04156,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,117.53,810.22,Yes
CUST-04157,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,82.36,1296.05,Yes
CUST-04158,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.59,497.41,No
CUST-04159,Female,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,96.23,7225.61,No
CUST-04160,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),52.48,90.92,No
CUST-04161,Male,0,Yes,Yes,19,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,117.96,2290.28,No
CUST-04162,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,79.19,1135.93,No
CUST-04163,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,111.25,5497.27,No
CUST-04164,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.16,1492.77,No
CUST-04165,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,55.34,3496.4,No
CUST-04166,Male,0,No,Yes,15,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,47.13,628.64,Yes
CUST-04167,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,55.9,613.97,No
CUST-04168,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,48.88,932.15,No
CUST-04169,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),46.21,626.11,No
CUST-04170,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.61,2320.04,No
CUST-04171,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.69,595.69,No
CUST-04172,Male,1,No,Yes,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.23,2906.3,No
CUST-04173,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,3840.88,Yes
